trace_id,f1,f2
TRACE_PERSON_0000000212,PERSON_0000000786,PERSON_0000000104
TRACE_PERSON_0000000699,PERSON_0000000641,PERSON_0000000388
TRACE_PERSON_0000000094,PERSON_0000000676,PERSON_0000000144
TRACE_PERSON_0000000374,PERSON_0000000468,PERSON_0000000377
TRACE_PERSON_0000000549,PERSON_0000000747,PERSON_0000000121
TRACE_PERSON_0000000752,PERSON_0000000055,PERSON_0000000752
TRACE_PERSON_0000000958,PERSON_0000000460,PERSON_0000000477
TRACE_PERSON_0000000084,PERSON_0000000816,PERSON_0000000850
TRACE_PERSON_0000000892,PERSON_0000000490,PERSON_0000000035
TRACE_PERSON_0000000399,PERSON_0000000795,PERSON_0000000109
TRACE_PERSON_0000000646,PERSON_0000000676,PERSON_0000000154
TRACE_PERSON_0000000159,PERSON_0000000515,PERSON_0000000989
TRACE_PERSON_0000000386,PERSON_0000000111,PERSON_0000000991
TRACE_PERSON_0000000811,PERSON_0000000015,PERSON_0000000161
TRACE_PERSON_0000000494,PERSON_0000000058,PERSON_0000000330
TRACE_PERSON_0000000703,PERSON_0000000032,PERSON_0000000580
TRACE_PERSON_0000000138,PERSON_0000000030,PERSON_0000000959
TRACE_PERSON_0000000808,PERSON_0000000135,PERSON_0000000361
TRACE_PERSON_0000000457,PERSON_0000000738,PERSON_0000000985
TRACE_PERSON_0000000159,PERSON_0000000613,PERSON_0000000835
TRACE_PERSON_0000000324,PERSON_0000000670,PERSON_0000000252
TRACE_PERSON_0000000604,PERSON_0000000559,PERSON_0000000303
TRACE_PERSON_0000000331,PERSON_0000000896,PERSON_0000000812
TRACE_PERSON_0000000374,PERSON_0000000675,PERSON_0000000174
TRACE_PERSON_0000000727,PERSON_0000000671,PERSON_0000000763
TRACE_PERSON_0000000011,PERSON_0000000954,PERSON_0000000743
TRACE_PERSON_0000000843,PERSON_0000000533,PERSON_0000000030
TRACE_PERSON_0000000360,PERSON_0000000846,PERSON_0000000991
TRACE_PERSON_0000000714,PERSON_0000000210,PERSON_0000000606
TRACE_PERSON_0000000765,PERSON_0000000414,PERSON_0000000738
TRACE_PERSON_0000000025,PERSON_0000000155,PERSON_0000000025
TRACE_PERSON_0000000633,PERSON_0000000720,PERSON_0000000245
TRACE_PERSON_0000000717,PERSON_0000000657,PERSON_0000000605
TRACE_PERSON_0000000882,PERSON_0000000851,PERSON_0000000500
TRACE_PERSON_0000000198,PERSON_0000000431,PERSON_0000000939
TRACE_PERSON_0000000711,PERSON_0000000571,PERSON_0000000591
TRACE_PERSON_0000000352,PERSON_0000000378,PERSON_0000000610
TRACE_PERSON_0000000399,PERSON_0000000796,PERSON_0000000994
TRACE_PERSON_0000000037,PERSON_0000000675,PERSON_0000000856
TRACE_PERSON_0000000825,PERSON_0000000352,PERSON_0000000392
TRACE_PERSON_0000000352,PERSON_0000000444,PERSON_0000000026
TRACE_PERSON_0000000573,PERSON_0000000129,PERSON_0000000211
TRACE_PERSON_0000000651,PERSON_0000000612,PERSON_0000000901
TRACE_PERSON_0000000861,PERSON_0000000000,PERSON_0000000401
TRACE_PERSON_0000000994,PERSON_0000000675,PERSON_0000000288
TRACE_PERSON_0000000898,PERSON_0000000699,PERSON_0000000408
TRACE_PERSON_0000000405,PERSON_0000000983,PERSON_0000000087
TRACE_PERSON_0000000651,PERSON_0000000240,PERSON_0000000100
TRACE_PERSON_0000000428,PERSON_0000000752,PERSON_0000000046
TRACE_PERSON_0000000731,PERSON_0000000838,PERSON_0000000129
TRACE_PERSON_0000000514,PERSON_0000000314,PERSON_0000000316
TRACE_PERSON_0000000765,PERSON_0000000121,PERSON_0000000289
TRACE_PERSON_0000000995,PERSON_0000000956,PERSON_0000000710
TRACE_PERSON_0000000005,PERSON_0000000930,PERSON_0000000536
TRACE_PERSON_0000000868,PERSON_0000000370,PERSON_0000000115
TRACE_PERSON_0000000760,PERSON_0000000822,PERSON_0000000120
TRACE_PERSON_0000000095,PERSON_0000000084,PERSON_0000000433
TRACE_PERSON_0000000673,PERSON_0000000350,PERSON_0000000910
TRACE_PERSON_0000000573,PERSON_0000000441,PERSON_0000000309
TRACE_PERSON_0000000251,PERSON_0000000147,PERSON_0000000706
TRACE_PERSON_0000000043,PERSON_0000000494,PERSON_0000000164
TRACE_PERSON_0000000868,PERSON_0000000560,PERSON_0000000167
TRACE_PERSON_0000000967,PERSON_0000000940,PERSON_0000000167
TRACE_PERSON_0000000257,PERSON_0000000309,PERSON_0000000875
TRACE_PERSON_0000000404,PERSON_0000000400,PERSON_0000000113
TRACE_PERSON_0000000633,PERSON_0000000529,PERSON_0000000321
TRACE_PERSON_0000000464,PERSON_0000000554,PERSON_0000000783
TRACE_PERSON_0000000035,PERSON_0000000531,PERSON_0000000557
TRACE_PERSON_0000000447,PERSON_0000000474,PERSON_0000000261
TRACE_PERSON_0000000274,PERSON_0000000767,PERSON_0000000154
TRACE_PERSON_0000000704,PERSON_0000000280,PERSON_0000000662
TRACE_PERSON_0000000138,PERSON_0000000758,PERSON_0000000115
TRACE_PERSON_0000000576,PERSON_0000000525,PERSON_0000000361
TRACE_PERSON_0000000108,PERSON_0000000934,PERSON_0000000627
TRACE_PERSON_0000000616,PERSON_0000000963,PERSON_0000000403
TRACE_PERSON_0000000820,PERSON_0000000722,PERSON_0000000415
TRACE_PERSON_0000000208,PERSON_0000000365,PERSON_0000000055
TRACE_PERSON_0000000336,PERSON_0000000298,PERSON_0000000266
TRACE_PERSON_0000000399,PERSON_0000000465,PERSON_0000000076
TRACE_PERSON_0000000530,PERSON_0000000696,PERSON_0000000487
TRACE_PERSON_0000000811,PERSON_0000000667,PERSON_0000000153
TRACE_PERSON_0000000005,PERSON_0000000174,PERSON_0000000557
TRACE_PERSON_0000000239,PERSON_0000000391,PERSON_0000000434
TRACE_PERSON_0000000582,PERSON_0000000479,PERSON_0000000527
TRACE_PERSON_0000000494,PERSON_0000000615,PERSON_0000000747
TRACE_PERSON_0000000609,PERSON_0000000080,PERSON_0000000464
TRACE_PERSON_0000000428,PERSON_0000000752,PERSON_0000000099
TRACE_PERSON_0000000799,PERSON_0000000480,PERSON_0000000704
TRACE_PERSON_0000000136,PERSON_0000000575,PERSON_0000000441
TRACE_PERSON_0000000348,PERSON_0000000580,PERSON_0000000329
TRACE_PERSON_0000000694,PERSON_0000000973,PERSON_0000000144
TRACE_PERSON_0000000805,PERSON_0000000844,PERSON_0000000387
TRACE_PERSON_0000000133,PERSON_0000000775,PERSON_0000000912
TRACE_PERSON_0000000573,PERSON_0000000539,PERSON_0000000161
TRACE_PERSON_0000000703,PERSON_0000000923,PERSON_0000000615
TRACE_PERSON_0000000373,PERSON_0000000027,PERSON_0000000712
TRACE_PERSON_0000000257,PERSON_0000000882,PERSON_0000000087
TRACE_PERSON_0000000569,PERSON_0000000365,PERSON_0000000055
TRACE_PERSON_0000000495,PERSON_0000000238,PERSON_0000000755
TRACE_PERSON_0000000808,PERSON_0000000227,PERSON_0000000961
TRACE_PERSON_0000000805,PERSON_0000000973,PERSON_0000000471
TRACE_PERSON_0000000352,PERSON_0000000222,PERSON_0000000352
TRACE_PERSON_0000000374,PERSON_0000000460,PERSON_0000000952
TRACE_PERSON_0000000477,PERSON_0000000775,PERSON_0000000133
TRACE_PERSON_0000000016,PERSON_0000000051,PERSON_0000000540
TRACE_PERSON_0000000043,PERSON_0000000494,PERSON_0000000119
TRACE_PERSON_0000000551,PERSON_0000000920,PERSON_0000000680
TRACE_PERSON_0000000567,PERSON_0000000825,PERSON_0000000690
TRACE_PERSON_0000000087,PERSON_0000000300,PERSON_0000000077
TRACE_PERSON_0000000743,PERSON_0000000040,PERSON_0000000263
TRACE_PERSON_0000000861,PERSON_0000000648,PERSON_0000000614
TRACE_PERSON_0000000542,PERSON_0000000154,PERSON_0000000717
