from,to
PERSON_0000000253,PERSON_0000000474
PERSON_0000000253,PERSON_0000000344
PERSON_0000000253,PERSON_0000000308
PERSON_0000000253,PERSON_0000000290
PERSON_0000000253,PERSON_0000000286
PERSON_0000000253,PERSON_0000000512
PERSON_0000000253,PERSON_0000000214
PERSON_0000000253,PERSON_0000000195
PERSON_0000000253,PERSON_0000000199
PERSON_0000000253,PERSON_0000000046
PERSON_0000000090,PERSON_0000000722
PERSON_0000000090,PERSON_0000000870
PERSON_0000000090,PERSON_0000000762
PERSON_0000000090,PERSON_0000000681
PERSON_0000000090,PERSON_0000000865
PERSON_0000000090,PERSON_0000000867
PERSON_0000000090,PERSON_0000000869
PERSON_0000000090,PERSON_0000000814
PERSON_0000000090,PERSON_0000000649
PERSON_0000000090,PERSON_0000000720
PERSON_0000000090,PERSON_0000000502
PERSON_0000000090,PERSON_0000000117
PERSON_0000000090,PERSON_0000000229
PERSON_0000000090,PERSON_0000000275
PERSON_0000000090,PERSON_0000000514
PERSON_0000000090,PERSON_0000000427
PERSON_0000000090,PERSON_0000000433
PERSON_0000000090,PERSON_0000000458
PERSON_0000000090,PERSON_0000000380
PERSON_0000000090,PERSON_0000000053
PERSON_0000000664,PERSON_0000000733
PERSON_0000000664,PERSON_0000000825
PERSON_0000000664,PERSON_0000000869
PERSON_0000000664,PERSON_0000000871
PERSON_0000000664,PERSON_0000000887
PERSON_0000000664,PERSON_0000000907
PERSON_0000000664,PERSON_0000000908
PERSON_0000000664,PERSON_0000000961
PERSON_0000000664,PERSON_0000000968
PERSON_0000000664,PERSON_0000000521
PERSON_0000000664,PERSON_0000000187
PERSON_0000000664,PERSON_0000000321
PERSON_0000000664,PERSON_0000000346
PERSON_0000000664,PERSON_0000000444
PERSON_0000000664,PERSON_0000000488
PERSON_0000000664,PERSON_0000000560
PERSON_0000000664,PERSON_0000000543
PERSON_0000000664,PERSON_0000000640
PERSON_0000000365,PERSON_0000000912
PERSON_0000000365,PERSON_0000000858
PERSON_0000000365,PERSON_0000000857
PERSON_0000000365,PERSON_0000000758
PERSON_0000000365,PERSON_0000000729
PERSON_0000000365,PERSON_0000000643
PERSON_0000000365,PERSON_0000000607
PERSON_0000000365,PERSON_0000000569
PERSON_0000000365,PERSON_0000000396
PERSON_0000000365,PERSON_0000000723
PERSON_0000000365,PERSON_0000000214
PERSON_0000000365,PERSON_0000000208
PERSON_0000000365,PERSON_0000000300
PERSON_0000000365,PERSON_0000000032
PERSON_0000000365,PERSON_0000000294
PERSON_0000000365,PERSON_0000000053
PERSON_0000000365,PERSON_0000000093
PERSON_0000000365,PERSON_0000000172
PERSON_0000000365,PERSON_0000000055
PERSON_0000000365,PERSON_0000000176
PERSON_0000000003,PERSON_0000000959
PERSON_0000000003,PERSON_0000000930
PERSON_0000000003,PERSON_0000000804
PERSON_0000000003,PERSON_0000000765
PERSON_0000000003,PERSON_0000000687
PERSON_0000000003,PERSON_0000000536
PERSON_0000000003,PERSON_0000000425
PERSON_0000000003,PERSON_0000000352
PERSON_0000000003,PERSON_0000000292
PERSON_0000000003,PERSON_0000000291
PERSON_0000000003,PERSON_0000000266
PERSON_0000000003,PERSON_0000000241
PERSON_0000000003,PERSON_0000000189
PERSON_0000000043,PERSON_0000000908
PERSON_0000000043,PERSON_0000000882
PERSON_0000000043,PERSON_0000000781
PERSON_0000000043,PERSON_0000000730
PERSON_0000000043,PERSON_0000000722
PERSON_0000000043,PERSON_0000000575
PERSON_0000000043,PERSON_0000000515
PERSON_0000000043,PERSON_0000000438
PERSON_0000000043,PERSON_0000000531
PERSON_0000000043,PERSON_0000000354
PERSON_0000000043,PERSON_0000000364
PERSON_0000000043,PERSON_0000000074
PERSON_0000000043,PERSON_0000000161
PERSON_0000000043,PERSON_0000000165
PERSON_0000000043,PERSON_0000000494
PERSON_0000000043,PERSON_0000000264
PERSON_0000000043,PERSON_0000000336
PERSON_0000000043,PERSON_0000000353
PERSON_0000000043,PERSON_0000000170
PERSON_0000000043,PERSON_0000000037
PERSON_0000000528,PERSON_0000000989
PERSON_0000000528,PERSON_0000000881
PERSON_0000000528,PERSON_0000000792
PERSON_0000000528,PERSON_0000000885
PERSON_0000000528,PERSON_0000000779
PERSON_0000000528,PERSON_0000000786
PERSON_0000000528,PERSON_0000000772
PERSON_0000000528,PERSON_0000000023
PERSON_0000000528,PERSON_0000000050
PERSON_0000000528,PERSON_0000000098
PERSON_0000000528,PERSON_0000000320
PERSON_0000000528,PERSON_0000000034
PERSON_0000000528,PERSON_0000000156
PERSON_0000000528,PERSON_0000000381
PERSON_0000000528,PERSON_0000000107
PERSON_0000000528,PERSON_0000000376
PERSON_0000000528,PERSON_0000000251
PERSON_0000000528,PERSON_0000000277
PERSON_0000000528,PERSON_0000000227
PERSON_0000000528,PERSON_0000000060
PERSON_0000000528,PERSON_0000000467
PERSON_0000000528,PERSON_0000000503
PERSON_0000000933,PERSON_0000000513
PERSON_0000000933,PERSON_0000000594
PERSON_0000000933,PERSON_0000000693
PERSON_0000000933,PERSON_0000000093
PERSON_0000000933,PERSON_0000000505
PERSON_0000000933,PERSON_0000000081
PERSON_0000000933,PERSON_0000000420
PERSON_0000000933,PERSON_0000000160
PERSON_0000000933,PERSON_0000000820
PERSON_0000000933,PERSON_0000000794
PERSON_0000000933,PERSON_0000000267
PERSON_0000000933,PERSON_0000000323
PERSON_0000000933,PERSON_0000000063
PERSON_0000000933,PERSON_0000000642
PERSON_0000000933,PERSON_0000000723
PERSON_0000000933,PERSON_0000000641
PERSON_0000000933,PERSON_0000000917
PERSON_0000000933,PERSON_0000000119
PERSON_0000000933,PERSON_0000000470
PERSON_0000000933,PERSON_0000000260
PERSON_0000000567,PERSON_0000000993
PERSON_0000000567,PERSON_0000000930
PERSON_0000000567,PERSON_0000000836
PERSON_0000000567,PERSON_0000000756
PERSON_0000000567,PERSON_0000000816
PERSON_0000000567,PERSON_0000000809
PERSON_0000000567,PERSON_0000000825
PERSON_0000000567,PERSON_0000000490
PERSON_0000000567,PERSON_0000000492
PERSON_0000000567,PERSON_0000000030
PERSON_0000000567,PERSON_0000000074
PERSON_0000000567,PERSON_0000000311
PERSON_0000000567,PERSON_0000000465
PERSON_0000000567,PERSON_0000000268
PERSON_0000000567,PERSON_0000000376
PERSON_0000000567,PERSON_0000000292
PERSON_0000000567,PERSON_0000000086
PERSON_0000000567,PERSON_0000000382
PERSON_0000000567,PERSON_0000000185
PERSON_0000000084,PERSON_0000000756
PERSON_0000000084,PERSON_0000000773
PERSON_0000000084,PERSON_0000000803
PERSON_0000000084,PERSON_0000000740
PERSON_0000000084,PERSON_0000000871
PERSON_0000000084,PERSON_0000000928
PERSON_0000000084,PERSON_0000000816
PERSON_0000000084,PERSON_0000000684
PERSON_0000000084,PERSON_0000000656
PERSON_0000000084,PERSON_0000000681
PERSON_0000000084,PERSON_0000000469
PERSON_0000000084,PERSON_0000000433
PERSON_0000000084,PERSON_0000000334
PERSON_0000000084,PERSON_0000000304
PERSON_0000000084,PERSON_0000000146
PERSON_0000000084,PERSON_0000000097
PERSON_0000000084,PERSON_0000000095
PERSON_0000000084,PERSON_0000000060
PERSON_0000000085,PERSON_0000000607
PERSON_0000000085,PERSON_0000000663
PERSON_0000000085,PERSON_0000000711
PERSON_0000000085,PERSON_0000000468
PERSON_0000000085,PERSON_0000000808
PERSON_0000000085,PERSON_0000000823
PERSON_0000000085,PERSON_0000000563
PERSON_0000000085,PERSON_0000000724
PERSON_0000000085,PERSON_0000000964
PERSON_0000000085,PERSON_0000000404
PERSON_0000000085,PERSON_0000000422
PERSON_0000000085,PERSON_0000000320
PERSON_0000000085,PERSON_0000000284
PERSON_0000000085,PERSON_0000000239
PERSON_0000000085,PERSON_0000000104
PERSON_0000000085,PERSON_0000000089
PERSON_0000000085,PERSON_0000000452
PERSON_0000000540,PERSON_0000000818
PERSON_0000000540,PERSON_0000000790
PERSON_0000000540,PERSON_0000000663
PERSON_0000000540,PERSON_0000000822
PERSON_0000000540,PERSON_0000000591
PERSON_0000000540,PERSON_0000000589
PERSON_0000000540,PERSON_0000000635
PERSON_0000000540,PERSON_0000000057
PERSON_0000000540,PERSON_0000000250
PERSON_0000000540,PERSON_0000000141
PERSON_0000000540,PERSON_0000000263
PERSON_0000000540,PERSON_0000000479
PERSON_0000000540,PERSON_0000000188
PERSON_0000000540,PERSON_0000000465
PERSON_0000000540,PERSON_0000000311
PERSON_0000000540,PERSON_0000000508
PERSON_0000000540,PERSON_0000000315
PERSON_0000000540,PERSON_0000000208
PERSON_0000000540,PERSON_0000000051
PERSON_0000000540,PERSON_0000000425
PERSON_0000000540,PERSON_0000000374
PERSON_0000000540,PERSON_0000000338
PERSON_0000000540,PERSON_0000000306
PERSON_0000000540,PERSON_0000000422
PERSON_0000000692,PERSON_0000000741
PERSON_0000000692,PERSON_0000000747
PERSON_0000000692,PERSON_0000000922
PERSON_0000000692,PERSON_0000000338
PERSON_0000000692,PERSON_0000000311
PERSON_0000000692,PERSON_0000000060
PERSON_0000000692,PERSON_0000000447
PERSON_0000000692,PERSON_0000000013
PERSON_0000000692,PERSON_0000000368
PERSON_0000000692,PERSON_0000000111
PERSON_0000000692,PERSON_0000000678
PERSON_0000000692,PERSON_0000000103
PERSON_0000000692,PERSON_0000000485
PERSON_0000000692,PERSON_0000000332
PERSON_0000000692,PERSON_0000000192
PERSON_0000000692,PERSON_0000000537
PERSON_0000000692,PERSON_0000000531
PERSON_0000000692,PERSON_0000000202
PERSON_0000000692,PERSON_0000000158
PERSON_0000000692,PERSON_0000000255
PERSON_0000000692,PERSON_0000000304
PERSON_0000000692,PERSON_0000000035
PERSON_0000000941,PERSON_0000000942
PERSON_0000000941,PERSON_0000000974
PERSON_0000000941,PERSON_0000000214
PERSON_0000000941,PERSON_0000000501
PERSON_0000000941,PERSON_0000000346
PERSON_0000000941,PERSON_0000000898
PERSON_0000000941,PERSON_0000000195
PERSON_0000000941,PERSON_0000000678
PERSON_0000000941,PERSON_0000000183
PERSON_0000000941,PERSON_0000000916
PERSON_0000000941,PERSON_0000000553
PERSON_0000000941,PERSON_0000000323
PERSON_0000000941,PERSON_0000000733
PERSON_0000000941,PERSON_0000000548
PERSON_0000000941,PERSON_0000000815
PERSON_0000000941,PERSON_0000000645
PERSON_0000000941,PERSON_0000000277
PERSON_0000000941,PERSON_0000000795
PERSON_0000000560,PERSON_0000000831
PERSON_0000000560,PERSON_0000000732
PERSON_0000000560,PERSON_0000000704
PERSON_0000000560,PERSON_0000000693
PERSON_0000000560,PERSON_0000000868
PERSON_0000000560,PERSON_0000000667
PERSON_0000000560,PERSON_0000000664
PERSON_0000000560,PERSON_0000000641
PERSON_0000000560,PERSON_0000000601
PERSON_0000000560,PERSON_0000000669
PERSON_0000000560,PERSON_0000000180
PERSON_0000000560,PERSON_0000000534
PERSON_0000000560,PERSON_0000000136
PERSON_0000000560,PERSON_0000000167
PERSON_0000000560,PERSON_0000000221
PERSON_0000000560,PERSON_0000000337
PERSON_0000000560,PERSON_0000000063
PERSON_0000000700,PERSON_0000000806
PERSON_0000000700,PERSON_0000000811
PERSON_0000000700,PERSON_0000000882
PERSON_0000000700,PERSON_0000000996
PERSON_0000000700,PERSON_0000000810
PERSON_0000000700,PERSON_0000000173
PERSON_0000000700,PERSON_0000000306
PERSON_0000000700,PERSON_0000000125
PERSON_0000000700,PERSON_0000000492
PERSON_0000000700,PERSON_0000000074
PERSON_0000000700,PERSON_0000000410
PERSON_0000000700,PERSON_0000000354
PERSON_0000000700,PERSON_0000000013
PERSON_0000000700,PERSON_0000000662
PERSON_0000000700,PERSON_0000000120
PERSON_0000000700,PERSON_0000000693
PERSON_0000000700,PERSON_0000000499
PERSON_0000000700,PERSON_0000000079
PERSON_0000000465,PERSON_0000000972
PERSON_0000000465,PERSON_0000000935
PERSON_0000000465,PERSON_0000000868
PERSON_0000000465,PERSON_0000000862
PERSON_0000000465,PERSON_0000000756
PERSON_0000000465,PERSON_0000000714
PERSON_0000000465,PERSON_0000000706
PERSON_0000000465,PERSON_0000000665
PERSON_0000000465,PERSON_0000000661
PERSON_0000000465,PERSON_0000000567
PERSON_0000000465,PERSON_0000000540
PERSON_0000000465,PERSON_0000000076
PERSON_0000000465,PERSON_0000000368
PERSON_0000000465,PERSON_0000000399
PERSON_0000000465,PERSON_0000000144
PERSON_0000000465,PERSON_0000000151
PERSON_0000000110,PERSON_0000000991
PERSON_0000000110,PERSON_0000000986
PERSON_0000000110,PERSON_0000000857
PERSON_0000000110,PERSON_0000000849
PERSON_0000000110,PERSON_0000000820
PERSON_0000000110,PERSON_0000000741
PERSON_0000000110,PERSON_0000000812
PERSON_0000000110,PERSON_0000000286
PERSON_0000000110,PERSON_0000000271
PERSON_0000000110,PERSON_0000000267
PERSON_0000000110,PERSON_0000000177
PERSON_0000000110,PERSON_0000000171
PERSON_0000000110,PERSON_0000000120
PERSON_0000000110,PERSON_0000000347
PERSON_0000000110,PERSON_0000000004
PERSON_0000000110,PERSON_0000000047
PERSON_0000000535,PERSON_0000000764
PERSON_0000000535,PERSON_0000000857
PERSON_0000000535,PERSON_0000000847
PERSON_0000000535,PERSON_0000000788
PERSON_0000000535,PERSON_0000000685
PERSON_0000000535,PERSON_0000000653
PERSON_0000000535,PERSON_0000000648
PERSON_0000000535,PERSON_0000000617
PERSON_0000000535,PERSON_0000000552
PERSON_0000000535,PERSON_0000000542
PERSON_0000000535,PERSON_0000000661
PERSON_0000000535,PERSON_0000000092
PERSON_0000000535,PERSON_0000000342
PERSON_0000000535,PERSON_0000000418
PERSON_0000000535,PERSON_0000000480
PERSON_0000000535,PERSON_0000000341
PERSON_0000000535,PERSON_0000000162
PERSON_0000000535,PERSON_0000000459
PERSON_0000000535,PERSON_0000000458
PERSON_0000000535,PERSON_0000000423
PERSON_0000000817,PERSON_0000000887
PERSON_0000000817,PERSON_0000000910
PERSON_0000000817,PERSON_0000000824
PERSON_0000000817,PERSON_0000000867
PERSON_0000000817,PERSON_0000000350
PERSON_0000000817,PERSON_0000000663
PERSON_0000000817,PERSON_0000000259
PERSON_0000000817,PERSON_0000000625
PERSON_0000000817,PERSON_0000000674
PERSON_0000000817,PERSON_0000000020
PERSON_0000000817,PERSON_0000000608
PERSON_0000000817,PERSON_0000000141
PERSON_0000000817,PERSON_0000000593
PERSON_0000000817,PERSON_0000000550
PERSON_0000000817,PERSON_0000000551
PERSON_0000000817,PERSON_0000000233
PERSON_0000000817,PERSON_0000000513
PERSON_0000000817,PERSON_0000000136
PERSON_0000000817,PERSON_0000000466
PERSON_0000000817,PERSON_0000000445
PERSON_0000000817,PERSON_0000000344
PERSON_0000000817,PERSON_0000000378
PERSON_0000000817,PERSON_0000000277
PERSON_0000000817,PERSON_0000000213
PERSON_0000000817,PERSON_0000000183
PERSON_0000000817,PERSON_0000000592
PERSON_0000000817,PERSON_0000000520
PERSON_0000000817,PERSON_0000000076
PERSON_0000000830,PERSON_0000000990
PERSON_0000000830,PERSON_0000000925
PERSON_0000000830,PERSON_0000000911
PERSON_0000000830,PERSON_0000000846
PERSON_0000000830,PERSON_0000000686
PERSON_0000000830,PERSON_0000000561
PERSON_0000000830,PERSON_0000000424
PERSON_0000000830,PERSON_0000000069
PERSON_0000000830,PERSON_0000000597
PERSON_0000000830,PERSON_0000000453
PERSON_0000000830,PERSON_0000000556
PERSON_0000000830,PERSON_0000000060
PERSON_0000000830,PERSON_0000000002
PERSON_0000000830,PERSON_0000000680
PERSON_0000000830,PERSON_0000000726
PERSON_0000000830,PERSON_0000000506
PERSON_0000000830,PERSON_0000000670
PERSON_0000000830,PERSON_0000000548
PERSON_0000000830,PERSON_0000000112
PERSON_0000000157,PERSON_0000000716
PERSON_0000000157,PERSON_0000000723
PERSON_0000000157,PERSON_0000000748
PERSON_0000000157,PERSON_0000000953
PERSON_0000000157,PERSON_0000000903
PERSON_0000000157,PERSON_0000000924
PERSON_0000000157,PERSON_0000000942
PERSON_0000000157,PERSON_0000000714
PERSON_0000000157,PERSON_0000000901
PERSON_0000000157,PERSON_0000000644
PERSON_0000000157,PERSON_0000000894
PERSON_0000000157,PERSON_0000000600
PERSON_0000000157,PERSON_0000000569
PERSON_0000000157,PERSON_0000000547
PERSON_0000000157,PERSON_0000000512
PERSON_0000000157,PERSON_0000000438
PERSON_0000000157,PERSON_0000000296
PERSON_0000000157,PERSON_0000000249
PERSON_0000000157,PERSON_0000000228
PERSON_0000000157,PERSON_0000000196
PERSON_0000000157,PERSON_0000000604
PERSON_0000000157,PERSON_0000000086
PERSON_0000000157,PERSON_0000000154
PERSON_0000000157,PERSON_0000000149
PERSON_0000000157,PERSON_0000000033
PERSON_0000000788,PERSON_0000000832
PERSON_0000000788,PERSON_0000000979
PERSON_0000000788,PERSON_0000000797
PERSON_0000000788,PERSON_0000000808
PERSON_0000000788,PERSON_0000000312
PERSON_0000000788,PERSON_0000000019
PERSON_0000000788,PERSON_0000000180
PERSON_0000000788,PERSON_0000000329
PERSON_0000000788,PERSON_0000000780
PERSON_0000000788,PERSON_0000000442
PERSON_0000000788,PERSON_0000000532
PERSON_0000000788,PERSON_0000000451
PERSON_0000000788,PERSON_0000000086
PERSON_0000000788,PERSON_0000000535
PERSON_0000000788,PERSON_0000000675
PERSON_0000000788,PERSON_0000000469
PERSON_0000000788,PERSON_0000000107
PERSON_0000000106,PERSON_0000000979
PERSON_0000000106,PERSON_0000000798
PERSON_0000000106,PERSON_0000000775
PERSON_0000000106,PERSON_0000000764
PERSON_0000000106,PERSON_0000000683
PERSON_0000000106,PERSON_0000000520
PERSON_0000000106,PERSON_0000000629
PERSON_0000000106,PERSON_0000000348
PERSON_0000000106,PERSON_0000000344
PERSON_0000000106,PERSON_0000000232
PERSON_0000000106,PERSON_0000000207
PERSON_0000000106,PERSON_0000000206
PERSON_0000000106,PERSON_0000000136
PERSON_0000000106,PERSON_0000000476
PERSON_0000000106,PERSON_0000000079
PERSON_0000000106,PERSON_0000000069
PERSON_0000000442,PERSON_0000000922
PERSON_0000000442,PERSON_0000000897
PERSON_0000000442,PERSON_0000000795
PERSON_0000000442,PERSON_0000000788
PERSON_0000000442,PERSON_0000000748
PERSON_0000000442,PERSON_0000000619
PERSON_0000000442,PERSON_0000000711
PERSON_0000000442,PERSON_0000000707
PERSON_0000000442,PERSON_0000000662
PERSON_0000000442,PERSON_0000000623
PERSON_0000000442,PERSON_0000000742
PERSON_0000000442,PERSON_0000000124
PERSON_0000000442,PERSON_0000000040
PERSON_0000000442,PERSON_0000000366
PERSON_0000000442,PERSON_0000000318
PERSON_0000000442,PERSON_0000000256
PERSON_0000000442,PERSON_0000000418
PERSON_0000000442,PERSON_0000000179
PERSON_0000000442,PERSON_0000000111
PERSON_0000000278,PERSON_0000000752
PERSON_0000000278,PERSON_0000000736
PERSON_0000000278,PERSON_0000000793
PERSON_0000000278,PERSON_0000000733
PERSON_0000000278,PERSON_0000000833
PERSON_0000000278,PERSON_0000000931
PERSON_0000000278,PERSON_0000000966
PERSON_0000000278,PERSON_0000000825
PERSON_0000000278,PERSON_0000000720
PERSON_0000000278,PERSON_0000000994
PERSON_0000000278,PERSON_0000000679
PERSON_0000000278,PERSON_0000000302
PERSON_0000000278,PERSON_0000000323
PERSON_0000000278,PERSON_0000000433
PERSON_0000000278,PERSON_0000000488
PERSON_0000000278,PERSON_0000000708
PERSON_0000000278,PERSON_0000000550
PERSON_0000000278,PERSON_0000000579
PERSON_0000000278,PERSON_0000000676
PERSON_0000000278,PERSON_0000000493
PERSON_0000000278,PERSON_0000000168
PERSON_0000000278,PERSON_0000000183
PERSON_0000000278,PERSON_0000000273
PERSON_0000000278,PERSON_0000000087
PERSON_0000000278,PERSON_0000000023
PERSON_0000000269,PERSON_0000000750
PERSON_0000000269,PERSON_0000000744
PERSON_0000000269,PERSON_0000000724
PERSON_0000000269,PERSON_0000000696
PERSON_0000000269,PERSON_0000000690
PERSON_0000000269,PERSON_0000000639
PERSON_0000000269,PERSON_0000000947
PERSON_0000000269,PERSON_0000000559
PERSON_0000000269,PERSON_0000000549
PERSON_0000000269,PERSON_0000000543
PERSON_0000000269,PERSON_0000000469
PERSON_0000000269,PERSON_0000000460
PERSON_0000000269,PERSON_0000000407
PERSON_0000000269,PERSON_0000000609
PERSON_0000000269,PERSON_0000000082
PERSON_0000000269,PERSON_0000000042
PERSON_0000000269,PERSON_0000000203
PERSON_0000000269,PERSON_0000000227
PERSON_0000000269,PERSON_0000000026
PERSON_0000000470,PERSON_0000000988
PERSON_0000000470,PERSON_0000000960
PERSON_0000000470,PERSON_0000000759
PERSON_0000000470,PERSON_0000000754
PERSON_0000000470,PERSON_0000000703
PERSON_0000000470,PERSON_0000000933
PERSON_0000000470,PERSON_0000000625
PERSON_0000000470,PERSON_0000000584
PERSON_0000000470,PERSON_0000000578
PERSON_0000000470,PERSON_0000000572
PERSON_0000000470,PERSON_0000000508
PERSON_0000000470,PERSON_0000000642
PERSON_0000000470,PERSON_0000000409
PERSON_0000000470,PERSON_0000000349
PERSON_0000000470,PERSON_0000000460
PERSON_0000000470,PERSON_0000000122
PERSON_0000000470,PERSON_0000000153
PERSON_0000000470,PERSON_0000000174
PERSON_0000000719,PERSON_0000000759
PERSON_0000000719,PERSON_0000000769
PERSON_0000000719,PERSON_0000000822
PERSON_0000000719,PERSON_0000000840
PERSON_0000000719,PERSON_0000000863
PERSON_0000000719,PERSON_0000000957
PERSON_0000000719,PERSON_0000000975
PERSON_0000000719,PERSON_0000000476
PERSON_0000000719,PERSON_0000000561
PERSON_0000000719,PERSON_0000000466
PERSON_0000000719,PERSON_0000000500
PERSON_0000000719,PERSON_0000000063
PERSON_0000000719,PERSON_0000000382
PERSON_0000000719,PERSON_0000000612
PERSON_0000000719,PERSON_0000000503
PERSON_0000000719,PERSON_0000000394
PERSON_0000000719,PERSON_0000000113
PERSON_0000000719,PERSON_0000000231
PERSON_0000000719,PERSON_0000000621
PERSON_0000000719,PERSON_0000000209
PERSON_0000000719,PERSON_0000000543
PERSON_0000000172,PERSON_0000000785
PERSON_0000000172,PERSON_0000000796
PERSON_0000000172,PERSON_0000000891
PERSON_0000000172,PERSON_0000000906
PERSON_0000000172,PERSON_0000000716
PERSON_0000000172,PERSON_0000000937
PERSON_0000000172,PERSON_0000000732
PERSON_0000000172,PERSON_0000000953
PERSON_0000000172,PERSON_0000000955
PERSON_0000000172,PERSON_0000000911
PERSON_0000000172,PERSON_0000000946
PERSON_0000000172,PERSON_0000000556
PERSON_0000000172,PERSON_0000000666
PERSON_0000000172,PERSON_0000000517
PERSON_0000000172,PERSON_0000000402
PERSON_0000000172,PERSON_0000000372
PERSON_0000000172,PERSON_0000000369
PERSON_0000000172,PERSON_0000000365
PERSON_0000000172,PERSON_0000000364
PERSON_0000000172,PERSON_0000000276
PERSON_0000000172,PERSON_0000000250
PERSON_0000000172,PERSON_0000000238
PERSON_0000000172,PERSON_0000000681
PERSON_0000000172,PERSON_0000000100
PERSON_0000000172,PERSON_0000000021
PERSON_0000000199,PERSON_0000000310
PERSON_0000000199,PERSON_0000000483
PERSON_0000000199,PERSON_0000000407
PERSON_0000000199,PERSON_0000000389
PERSON_0000000199,PERSON_0000000296
PERSON_0000000199,PERSON_0000000253
PERSON_0000000199,PERSON_0000000220
PERSON_0000000199,PERSON_0000000293
PERSON_0000000199,PERSON_0000000135
PERSON_0000000199,PERSON_0000000100
PERSON_0000000312,PERSON_0000000907
PERSON_0000000312,PERSON_0000000842
PERSON_0000000312,PERSON_0000000768
PERSON_0000000312,PERSON_0000000758
PERSON_0000000312,PERSON_0000000788
PERSON_0000000312,PERSON_0000000478
PERSON_0000000312,PERSON_0000000453
PERSON_0000000312,PERSON_0000000412
PERSON_0000000312,PERSON_0000000729
PERSON_0000000312,PERSON_0000000163
PERSON_0000000312,PERSON_0000000210
PERSON_0000000312,PERSON_0000000144
PERSON_0000000312,PERSON_0000000012
PERSON_0000000312,PERSON_0000000180
PERSON_0000000312,PERSON_0000000056
PERSON_0000000312,PERSON_0000000054
PERSON_0000000408,PERSON_0000000804
PERSON_0000000408,PERSON_0000000920
PERSON_0000000408,PERSON_0000000824
PERSON_0000000408,PERSON_0000000792
PERSON_0000000408,PERSON_0000000786
PERSON_0000000408,PERSON_0000000699
PERSON_0000000408,PERSON_0000000650
PERSON_0000000408,PERSON_0000000600
PERSON_0000000408,PERSON_0000000452
PERSON_0000000408,PERSON_0000000775
PERSON_0000000408,PERSON_0000000076
PERSON_0000000408,PERSON_0000000378
PERSON_0000000408,PERSON_0000000231
PERSON_0000000408,PERSON_0000000042
PERSON_0000000408,PERSON_0000000221
PERSON_0000000408,PERSON_0000000093
PERSON_0000000408,PERSON_0000000226
PERSON_0000000408,PERSON_0000000175
PERSON_0000000408,PERSON_0000000058
PERSON_0000000905,PERSON_0000000914
PERSON_0000000905,PERSON_0000000964
PERSON_0000000905,PERSON_0000000606
PERSON_0000000905,PERSON_0000000081
PERSON_0000000905,PERSON_0000000479
PERSON_0000000905,PERSON_0000000071
PERSON_0000000905,PERSON_0000000031
PERSON_0000000905,PERSON_0000000443
PERSON_0000000905,PERSON_0000000653
PERSON_0000000905,PERSON_0000000771
PERSON_0000000905,PERSON_0000000054
PERSON_0000000905,PERSON_0000000878
PERSON_0000000905,PERSON_0000000509
PERSON_0000000905,PERSON_0000000009
PERSON_0000000905,PERSON_0000000414
PERSON_0000000905,PERSON_0000000290
PERSON_0000000905,PERSON_0000000903
PERSON_0000000905,PERSON_0000000486
PERSON_0000000905,PERSON_0000000178
PERSON_0000000905,PERSON_0000000252
PERSON_0000000905,PERSON_0000000246
PERSON_0000000905,PERSON_0000000775
PERSON_0000000173,PERSON_0000000805
PERSON_0000000173,PERSON_0000000776
PERSON_0000000173,PERSON_0000000812
PERSON_0000000173,PERSON_0000000734
PERSON_0000000173,PERSON_0000000882
PERSON_0000000173,PERSON_0000000950
PERSON_0000000173,PERSON_0000000813
PERSON_0000000173,PERSON_0000000717
PERSON_0000000173,PERSON_0000000700
PERSON_0000000173,PERSON_0000000702
PERSON_0000000173,PERSON_0000000682
PERSON_0000000173,PERSON_0000000488
PERSON_0000000173,PERSON_0000000483
PERSON_0000000173,PERSON_0000000441
PERSON_0000000173,PERSON_0000000224
PERSON_0000000173,PERSON_0000000211
PERSON_0000000173,PERSON_0000000182
PERSON_0000000173,PERSON_0000000171
PERSON_0000000173,PERSON_0000000049
PERSON_0000000173,PERSON_0000000125
PERSON_0000000684,PERSON_0000000763
PERSON_0000000684,PERSON_0000000791
PERSON_0000000684,PERSON_0000000894
PERSON_0000000684,PERSON_0000000944
PERSON_0000000684,PERSON_0000000989
PERSON_0000000684,PERSON_0000000575
PERSON_0000000684,PERSON_0000000301
PERSON_0000000684,PERSON_0000000485
PERSON_0000000684,PERSON_0000000486
PERSON_0000000684,PERSON_0000000084
PERSON_0000000684,PERSON_0000000262
PERSON_0000000684,PERSON_0000000603
PERSON_0000000684,PERSON_0000000249
PERSON_0000000684,PERSON_0000000511
PERSON_0000000702,PERSON_0000000999
PERSON_0000000702,PERSON_0000000794
PERSON_0000000702,PERSON_0000000754
PERSON_0000000702,PERSON_0000000303
PERSON_0000000702,PERSON_0000000137
PERSON_0000000702,PERSON_0000000228
PERSON_0000000702,PERSON_0000000193
PERSON_0000000702,PERSON_0000000591
PERSON_0000000702,PERSON_0000000198
PERSON_0000000702,PERSON_0000000173
PERSON_0000000702,PERSON_0000000057
PERSON_0000000702,PERSON_0000000548
PERSON_0000000702,PERSON_0000000653
PERSON_0000000702,PERSON_0000000594
PERSON_0000000485,PERSON_0000000763
PERSON_0000000485,PERSON_0000000962
PERSON_0000000485,PERSON_0000000909
PERSON_0000000485,PERSON_0000000886
